"","date","epiweek","geocode","casos","uf","macroregional_geocode","regional_geocode","train_1","target_1","train_2","target_2","train_3","target_3"
"236",2014-07-06,201428,3550308,154,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"237",2014-07-13,201429,3550308,111,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"238",2014-07-20,201430,3550308,110,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"239",2014-07-27,201431,3550308,72,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"240",2014-08-03,201432,3550308,59,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"241",2014-08-10,201433,3550308,45,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"242",2014-08-17,201434,3550308,52,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"243",2014-08-24,201435,3550308,29,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"244",2014-08-31,201436,3550308,43,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"245",2014-09-07,201437,3550308,41,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"246",2014-09-14,201438,3550308,38,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"247",2014-09-21,201439,3550308,36,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"248",2014-09-28,201440,3550308,32,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"249",2014-10-05,201441,3550308,28,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"250",2014-10-12,201442,3550308,44,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"251",2014-10-19,201443,3550308,22,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"252",2014-10-26,201444,3550308,43,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"253",2014-11-02,201445,3550308,41,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"254",2014-11-09,201446,3550308,32,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"255",2014-11-16,201447,3550308,30,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"256",2014-11-23,201448,3550308,44,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"257",2014-11-30,201449,3550308,28,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"258",2014-12-07,201450,3550308,38,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"259",2014-12-14,201451,3550308,30,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"260",2014-12-21,201452,3550308,42,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"261",2014-12-28,201453,3550308,92,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"262",2015-01-04,201501,3550308,174,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"263",2015-01-11,201502,3550308,190,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"264",2015-01-18,201503,3550308,387,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"265",2015-01-25,201504,3550308,551,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"266",2015-02-01,201505,3550308,1024,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"267",2015-02-08,201506,3550308,1251,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"268",2015-02-15,201507,3550308,2097,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"269",2015-02-22,201508,3550308,3330,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"270",2015-03-01,201509,3550308,5676,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"271",2015-03-08,201510,3550308,7688,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"272",2015-03-15,201511,3550308,9640,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"273",2015-03-22,201512,3550308,3625,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"274",2015-03-29,201513,3550308,3146,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"275",2015-04-05,201514,3550308,3787,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"276",2015-04-12,201515,3550308,3546,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"277",2015-04-19,201516,3550308,3477,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"278",2015-04-26,201517,3550308,3057,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"279",2015-05-03,201518,3550308,2233,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"280",2015-05-10,201519,3550308,1320,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"281",2015-05-17,201520,3550308,804,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"282",2015-05-24,201521,3550308,538,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"283",2015-05-31,201522,3550308,425,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"284",2015-06-07,201523,3550308,238,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"285",2015-06-14,201524,3550308,153,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"286",2015-06-21,201525,3550308,91,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"287",2015-06-28,201526,3550308,140,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"288",2015-07-05,201527,3550308,87,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"289",2015-07-12,201528,3550308,76,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"290",2015-07-19,201529,3550308,89,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"291",2015-07-26,201530,3550308,60,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"292",2015-08-02,201531,3550308,40,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"293",2015-08-09,201532,3550308,44,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"294",2015-08-16,201533,3550308,26,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"295",2015-08-23,201534,3550308,26,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"296",2015-08-30,201535,3550308,23,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"297",2015-09-06,201536,3550308,14,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"298",2015-09-13,201537,3550308,22,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"299",2015-09-20,201538,3550308,22,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"300",2015-09-27,201539,3550308,33,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"301",2015-10-04,201540,3550308,24,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"302",2015-10-11,201541,3550308,37,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"303",2015-10-18,201542,3550308,42,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"304",2015-10-25,201543,3550308,35,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"305",2015-11-01,201544,3550308,27,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"306",2015-11-08,201545,3550308,53,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"307",2015-11-15,201546,3550308,61,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"308",2015-11-22,201547,3550308,94,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"309",2015-11-29,201548,3550308,122,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"310",2015-12-06,201549,3550308,149,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"311",2015-12-13,201550,3550308,168,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"312",2015-12-20,201551,3550308,197,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"313",2015-12-27,201552,3550308,255,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"314",2016-01-03,201601,3550308,85,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"315",2016-01-10,201602,3550308,81,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"316",2016-01-17,201603,3550308,75,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"317",2016-01-24,201604,3550308,48,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"318",2016-01-31,201605,3550308,98,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"319",2016-02-07,201606,3550308,71,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"320",2016-02-14,201607,3550308,95,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"321",2016-02-21,201608,3550308,116,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"322",2016-02-28,201609,3550308,148,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"323",2016-03-06,201610,3550308,142,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"324",2016-03-13,201611,3550308,140,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"325",2016-03-20,201612,3550308,129,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"326",2016-03-27,201613,3550308,114,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"327",2016-04-03,201614,3550308,120,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"328",2016-04-10,201615,3550308,99,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"329",2016-04-17,201616,3550308,112,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"330",2016-04-24,201617,3550308,110,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"331",2016-05-01,201618,3550308,101,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"332",2016-05-08,201619,3550308,52,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"333",2016-05-15,201620,3550308,43,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"334",2016-05-22,201621,3550308,33,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"335",2016-05-29,201622,3550308,23,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"336",2016-06-05,201623,3550308,14,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"337",2016-06-12,201624,3550308,16,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"338",2016-06-19,201625,3550308,7,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"339",2016-06-26,201626,3550308,19,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"340",2016-07-03,201627,3550308,40,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"341",2016-07-10,201628,3550308,35,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"342",2016-07-17,201629,3550308,15,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"343",2016-07-24,201630,3550308,18,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"344",2016-07-31,201631,3550308,28,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"345",2016-08-07,201632,3550308,24,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"346",2016-08-14,201633,3550308,25,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"347",2016-08-21,201634,3550308,33,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"348",2016-08-28,201635,3550308,27,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"349",2016-09-04,201636,3550308,37,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"350",2016-09-11,201637,3550308,24,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"351",2016-09-18,201638,3550308,33,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"352",2016-09-25,201639,3550308,23,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"353",2016-10-02,201640,3550308,25,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"354",2016-10-09,201641,3550308,34,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"355",2016-10-16,201642,3550308,41,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"356",2016-10-23,201643,3550308,51,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"357",2016-10-30,201644,3550308,46,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"358",2016-11-06,201645,3550308,72,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"359",2016-11-13,201646,3550308,54,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"360",2016-11-20,201647,3550308,56,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"361",2016-11-27,201648,3550308,67,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"362",2016-12-04,201649,3550308,48,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"363",2016-12-11,201650,3550308,47,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"364",2016-12-18,201651,3550308,53,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"365",2016-12-25,201652,3550308,59,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"366",2017-01-01,201701,3550308,19,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"367",2017-01-08,201702,3550308,18,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"368",2017-01-15,201703,3550308,12,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"369",2017-01-22,201704,3550308,8,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"370",2017-01-29,201705,3550308,17,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"371",2017-02-05,201706,3550308,13,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"372",2017-02-12,201707,3550308,15,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"373",2017-02-19,201708,3550308,14,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"374",2017-02-26,201709,3550308,19,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"375",2017-03-05,201710,3550308,12,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"376",2017-03-12,201711,3550308,19,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"377",2017-03-19,201712,3550308,14,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"378",2017-03-26,201713,3550308,18,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"379",2017-04-02,201714,3550308,36,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"380",2017-04-09,201715,3550308,40,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"381",2017-04-16,201716,3550308,40,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"382",2017-04-23,201717,3550308,27,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"383",2017-04-30,201718,3550308,23,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"384",2017-05-07,201719,3550308,26,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"385",2017-05-14,201720,3550308,17,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"386",2017-05-21,201721,3550308,15,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"387",2017-05-28,201722,3550308,18,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"388",2017-06-04,201723,3550308,12,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"389",2017-06-11,201724,3550308,18,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"390",2017-06-18,201725,3550308,17,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"391",2017-06-25,201726,3550308,13,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"392",2017-07-02,201727,3550308,16,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"393",2017-07-09,201728,3550308,13,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"394",2017-07-16,201729,3550308,10,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"395",2017-07-23,201730,3550308,10,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"396",2017-07-30,201731,3550308,9,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"397",2017-08-06,201732,3550308,18,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"398",2017-08-13,201733,3550308,13,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"399",2017-08-20,201734,3550308,11,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"400",2017-08-27,201735,3550308,11,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"401",2017-09-03,201736,3550308,9,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"402",2017-09-10,201737,3550308,9,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"403",2017-09-17,201738,3550308,20,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"404",2017-09-24,201739,3550308,16,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"405",2017-10-01,201740,3550308,28,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"406",2017-10-08,201741,3550308,17,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"407",2017-10-15,201742,3550308,30,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"408",2017-10-22,201743,3550308,17,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"409",2017-10-29,201744,3550308,24,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"410",2017-11-05,201745,3550308,36,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"411",2017-11-12,201746,3550308,35,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"412",2017-11-19,201747,3550308,34,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"413",2017-11-26,201748,3550308,35,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"414",2017-12-03,201749,3550308,39,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"415",2017-12-10,201750,3550308,34,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"416",2017-12-17,201751,3550308,29,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"417",2017-12-24,201752,3550308,27,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"418",2017-12-31,201801,3550308,34,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"419",2018-01-07,201802,3550308,54,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"420",2018-01-14,201803,3550308,67,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"421",2018-01-21,201804,3550308,47,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"422",2018-01-28,201805,3550308,41,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"423",2018-02-04,201806,3550308,41,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"424",2018-02-11,201807,3550308,44,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"425",2018-02-18,201808,3550308,36,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"426",2018-02-25,201809,3550308,34,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"427",2018-03-04,201810,3550308,33,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"428",2018-03-11,201811,3550308,27,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"429",2018-03-18,201812,3550308,28,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"430",2018-03-25,201813,3550308,35,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"431",2018-04-01,201814,3550308,36,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"432",2018-04-08,201815,3550308,25,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"433",2018-04-15,201816,3550308,29,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"434",2018-04-22,201817,3550308,31,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"435",2018-04-29,201818,3550308,40,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"436",2018-05-06,201819,3550308,23,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"437",2018-05-13,201820,3550308,29,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"438",2018-05-20,201821,3550308,18,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"439",2018-05-27,201822,3550308,13,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"440",2018-06-03,201823,3550308,17,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"441",2018-06-10,201824,3550308,14,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"442",2018-06-17,201825,3550308,6,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"443",2018-06-24,201826,3550308,21,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"444",2018-07-01,201827,3550308,14,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"445",2018-07-08,201828,3550308,17,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"446",2018-07-15,201829,3550308,21,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"447",2018-07-22,201830,3550308,13,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"448",2018-07-29,201831,3550308,9,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"449",2018-08-05,201832,3550308,7,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"450",2018-08-12,201833,3550308,11,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"451",2018-08-19,201834,3550308,10,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"452",2018-08-26,201835,3550308,11,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"453",2018-09-02,201836,3550308,13,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"454",2018-09-09,201837,3550308,8,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"455",2018-09-16,201838,3550308,12,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"456",2018-09-23,201839,3550308,15,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"457",2018-09-30,201840,3550308,18,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"458",2018-10-07,201841,3550308,15,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"459",2018-10-14,201842,3550308,16,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"460",2018-10-21,201843,3550308,15,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"461",2018-10-28,201844,3550308,20,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"462",2018-11-04,201845,3550308,27,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"463",2018-11-11,201846,3550308,11,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"464",2018-11-18,201847,3550308,24,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"465",2018-11-25,201848,3550308,28,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"466",2018-12-02,201849,3550308,32,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"467",2018-12-09,201850,3550308,29,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"468",2018-12-16,201851,3550308,18,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"469",2018-12-23,201852,3550308,25,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"470",2018-12-30,201901,3550308,40,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"471",2019-01-06,201902,3550308,48,"SP",3521,35016,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
